2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
21	1
22	1
23	1
24	1
25	1
26	1
29	1
31	1
32	1
33	1
34	1
35	1
36	1
38	1
39	1
43	1
45	1
46	1
50	1
51	1
53	1
58	1
59	1
61	1
63	1
64	1
65	1
66	1
68	1
69	1
70	1
71	1
72	1
74	1
75	1
76	1
78	1
79	1
81	1
82	1
83	1
84	1
85	1
90	1
92	1
94	1
97	1
102	1
105	1
106	1
109	1
117	1
123	1
125	1
128	1
131	1
133	1
138	1
139	1
142	1
144	1
145	1
146	1
147	1
148	1
149	1
150	1
152	1
154	1
156	1
160	1
161	1
165	1
168	1
170	1
172	1
176	1
179	1
187	1
198	1
203	1
205	1
210	1
214	1
222	1
227	1
231	1
232	1
235	1
236	1
238	1
239	1
240	1
241	1
243	1
245	1
247	1
248	1
249	1
254	1
258	1
260	1
261	1
263	1
265	1
268	1
272	1
277	1
285	1
288	1
290	1
307	1
313	1
315	1
318	1
319	1
324	1
327	1
330	1
332	1
334	1
336	1
337	1
343	1
345	1
346	1
348	1
350	1
351	1
352	1
357	1
364	1
366	1
367	1
368	1
369	1
371	1
373	1
385	1
389	1
395	1
398	1
401	1
405	1
418	1
420	1
423	1
428	1
435	1
437	1
441	1
447	1
449	1
460	1
473	1
479	1
480	1
485	1
486	1
502	1
506	1
508	1
520	1
526	1
527	1
531	1
534	1
555	1
557	1
560	1
562	1
570	1
587	1
594	1
612	1
614	1
623	1
626	1
630	1
637	1
638	1
642	1
646	1
648	1
651	1
654	1
664	1
665	1
678	1
683	1
704	1
705	1
712	1
715	1
716	1
720	1
726	1
752	1
756	1
764	1
765	1
771	1
781	1
791	1
793	1
795	1
805	1
809	1
814	1
816	1
818	1
819	1
822	1
833	1
837	1
847	1
848	1
860	1
871	1
876	1
878	1
885	1
900	1
908	1
909	1
915	1
922	1
928	1
934	1
945	1
971	1
975	1
977	1
990	1
996	1
1005	1
1008	1
1009	1
1024	1
1025	1
1032	1
1040	1
1043	1
1055	1
1066	1
1070	1
1072	1
1077	1
1093	1
1097	1
1100	1
1102	1
1118	1
1123	1
1136	1
1137	1
1143	1
1146	1
1149	1
1165	1
1174	1
1177	1
1191	1
1192	1
1194	1
1206	1
1219	1
1220	1
1225	1
1227	1
1232	1
1236	1
1237	1
1245	1
1248	1
1254	1
1255	1
1261	1
1273	1
1290	1
1296	1
1311	1
1323	1
1332	1
1334	1
1341	1
1346	1
1355	1
1371	1
