2	1
3	1
4	1
5	1
6	1
7	1
9	1
10	1
13	1
15	1
16	1
18	1
19	1
20	1
22	1
23	1
25	1
26	1
27	1
28	1
29	1
30	1
32	1
33	1
35	1
37	1
39	1
41	1
42	1
43	1
45	1
46	1
49	1
51	1
52	1
53	1
54	1
55	1
56	1
59	1
60	1
63	1
65	1
66	1
68	1
69	1
70	1
72	1
75	1
78	1
80	1
81	1
82	1
83	1
85	1
86	1
89	1
90	1
91	1
92	1
95	1
96	1
97	1
98	1
99	1
101	1
102	1
108	1
111	1
113	1
114	1
115	1
126	1
127	1
129	1
132	1
136	1
138	1
142	1
144	1
145	1
147	1
150	1
152	1
153	1
156	1
157	1
164	1
166	1
170	1
177	1
178	1
179	1
181	1
183	1
185	1
186	1
187	1
188	1
189	1
194	1
195	1
196	1
200	1
201	1
202	1
204	1
206	1
210	1
212	1
213	1
214	1
220	1
222	1
227	1
228	1
229	1
230	1
236	1
239	1
247	1
248	1
251	1
252	1
253	1
257	1
265	1
267	1
274	1
275	1
288	1
291	1
293	1
295	1
299	1
301	1
302	1
305	1
308	1
311	1
314	1
317	1
320	1
329	1
344	1
357	1
364	1
366	1
370	1
375	1
380	1
390	1
408	1
417	1
418	1
425	1
444	1
447	1
448	1
467	1
468	1
473	1
475	1
478	1
483	1
484	1
486	1
492	1
497	1
508	1
509	1
514	1
526	1
531	1
547	1
552	1
553	1
557	1
568	1
570	1
571	1
576	1
581	1
584	1
597	1
602	1
613	1
615	1
638	1
647	1
652	1
653	1
654	1
655	1
658	1
664	1
676	1
680	1
692	1
699	1
700	1
705	1
718	1
719	1
722	1
732	1
745	1
746	1
747	1
750	1
757	1
759	1
760	1
764	1
766	1
768	1
770	1
776	1
781	1
790	1
796	1
814	1
818	1
822	1
824	1
827	1
833	1
851	1
858	1
859	1
865	1
881	1
882	1
889	1
891	1
913	1
914	1
917	1
918	1
932	1
937	1
938	1
942	1
949	1
973	1
974	1
982	1
994	1
1004	1
1017	1
1026	1
1040	1
1048	1
1053	1
1055	1
1066	1
1082	1
1097	1
1111	1
1114	1
1117	1
1137	1
1149	1
1150	1
1151	1
1159	1
1163	1
1166	1
1186	1
1188	1
1191	1
1199	1
1200	1
1203	1
1211	1
1214	1
1226	1
1242	1
1254	1
1264	1
1271	1
1272	1
1282	1
1311	1
1316	1
1318	1
1325	1
1333	1
1334	1
1344	1
1347	1
1349	1
1351	1
1355	1
1368	1
1387	1
1394	1
1396	1
1405	1
1411	1
1412	1
1425	1
1437	1
1438	1
1441	1
1447	1
