2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
15	1
16	1
17	1
18	1
21	1
22	1
23	1
24	1
26	1
31	1
32	1
35	1
37	1
38	1
40	1
42	1
43	1
47	1
48	1
49	1
50	1
54	1
55	1
56	1
57	1
60	1
61	1
65	1
67	1
68	1
70	1
72	1
74	1
75	1
79	1
82	1
84	1
85	1
87	1
90	1
91	1
94	1
97	1
98	1
101	1
104	1
106	1
107	1
108	1
112	1
115	1
116	1
122	1
126	1
129	1
130	1
131	1
132	1
133	1
136	1
137	1
138	1
139	1
146	1
148	1
151	1
153	1
157	1
158	1
159	1
163	1
164	1
166	1
168	1
169	1
173	1
176	1
179	1
184	1
188	1
190	1
192	1
193	1
194	1
195	1
204	1
207	1
209	1
210	1
212	1
215	1
227	1
228	1
230	1
232	1
235	1
238	1
240	1
241	1
244	1
245	1
246	1
251	1
254	1
258	1
259	1
261	1
264	1
270	1
272	1
279	1
280	1
282	1
287	1
292	1
293	1
294	1
295	1
296	1
298	1
299	1
301	1
306	1
307	1
308	1
310	1
311	1
320	1
323	1
324	1
327	1
329	1
345	1
356	1
359	1
360	1
367	1
375	1
383	1
387	1
393	1
394	1
398	1
400	1
407	1
418	1
421	1
423	1
426	1
427	1
435	1
442	1
444	1
446	1
459	1
461	1
464	1
468	1
474	1
477	1
484	1
488	1
489	1
490	1
494	1
495	1
497	1
499	1
506	1
515	1
520	1
523	1
532	1
534	1
537	1
539	1
543	1
549	1
558	1
562	1
575	1
585	1
590	1
602	1
615	1
618	1
619	1
631	1
635	1
641	1
642	1
660	1
669	1
670	1
693	1
717	1
722	1
726	1
731	1
737	1
759	1
766	1
773	1
774	1
777	1
778	1
785	1
786	1
790	1
802	1
812	1
819	1
821	1
829	1
832	1
861	1
864	1
874	1
876	1
878	1
883	1
889	1
896	1
897	1
906	1
910	1
911	1
916	1
921	1
931	1
940	1
948	1
949	1
952	1
956	1
971	1
976	1
979	1
983	1
992	1
993	1
1004	1
1010	1
1014	1
1015	1
1025	1
1026	1
1031	1
1039	1
1041	1
1048	1
1049	1
1050	1
1055	1
1066	1
1069	1
1076	1
1077	1
1082	1
1118	1
1128	1
1154	1
1162	1
1168	1
1170	1
1186	1
1189	1
1194	1
1209	1
1216	1
1222	1
1226	1
1231	1
1234	1
1235	1
1239	1
1240	1
1249	1
1269	1
1272	1
1275	1
1286	1
1295	1
1306	1
1317	1
1325	1
1326	1
1331	1
1338	1
1341	1
1342	1
1357	1
1369	1
1374	1
1377	1
